subtitle,sq_mt_built,n_rooms,n_bathrooms,floor,is_floor_under,rent_price,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,is_new_development,has_lift,is_exterior,energy_certificate,has_parking,Precio_por_m2,Distrito
Bellas Vistas,100.0,3,3.0,1,False,1024,235000,2350,Pisos,False,False,True,True,G,False,3536.07,Tetuán
Chamberí,210.0,3,4.0,2,False,-5161,1599000,7614,Pisos,False,False,True,True,other,False,6564.27,Chamberí
Ciudad Lineal,45.0,1,1.0,0,True,725,145000,3222,Pisos,False,False,False,True,E,False,2578.87,Ciudad Lineal
Aravaca,63.0,2,1.0,1,False,910,198000,3143,Pisos,True,False,False,False,G,False,3600.4,Moncloa
Fuencarral,398.0,6,4.0,-1,False,2470,890000,2236,Casa o chalet,False,False,True,True,other,True,3271.96,Fuencarral
Entrevías,132.0,2,2.0,0,True,561,105000,795,Pisos,True,False,True,True,other,False,1574.36,Puente de Vallecas
Tetuán,180.0,4,3.0,6,False,2514,950000,5278,Pisos,True,False,True,True,other,False,4347.59,Tetuán
Bernabéu-Hispanoamérica,51.0,1,1.0,1,False,1024,235000,4608,Pisos,False,False,True,False,E,False,5170.22,Chamartín
Chamberí,138.0,4,2.0,4,False,1920,610000,4420,Pisos,True,False,True,True,other,True,5000.0,Chamberí
Adelfas,123.0,4,1.0,8,False,1576,460000,3740,Pisos,True,False,True,True,other,False,4020.62,Retiro
Acacias,117.0,3,2.0,1,False,1758,540000,4615,Pisos,False,False,True,True,other,False,4208.0,Arganzuela
Bernabéu-Hispanoamérica,100.0,4,2.0,1,False,1587,465000,4650,Pisos,False,False,True,False,A,False,5170.22,Chamartín
Valdebebas - Valdefuentes,600.0,6,3.0,-1,False,2416,849000,1415,Casa o chalet,False,False,True,True,other,True,3607.13,Hortaleza
Moncloa,205.0,4,3.0,-1,False,-1225,1450000,7073,Pisos,False,False,True,True,other,True,4249.04,Moncloa
Los Ángeles,77.0,3,1.0,3,False,621,119000,1545,Pisos,False,False,False,True,other,False,1796.68,Villaverde
Almagro,205.0,4,2.0,3,False,2347,1100000,5366,Pisos,False,False,True,False,other,False,6564.27,Chamberí
Moscardó,73.0,3,1.0,3,False,666,130000,1781,Pisos,False,False,False,True,G,False,2284.48,Usera
Estrella,184.0,4,3.0,9,False,2115,695000,3777,Pisos,False,False,True,True,D,True,4246.58,Retiro
Canillas,138.0,3,2.0,1,False,1474,415000,3007,Pisos,False,False,True,True,C,True,3152.53,Hortaleza
El Cañaveral - Los Berrocales,101.0,2,2.0,-1,False,1260,324000,3208,Pisos,False,True,True,True,other,False,2271.52,Vicálvaro
Moncloa,514.0,7,2.0,-1,False,2517,970000,1887,Casa o chalet,False,False,True,True,other,True,2569.96,Moncloa
12 de Octubre-Orcasur,95.0,3,1.0,7,False,1009,230000,2421,Pisos,False,False,True,True,F,False,1637.13,Usera
Barrio de Salamanca,74.0,1,1.0,2,False,1610,475000,6419,Pisos,False,False,True,True,E,False,5681.21,Salamanca
Trafalgar,200.0,4,2.0,2,False,2516,980000,4900,Pisos,False,False,True,True,other,False,5640.18,Chamberí
San Diego,69.0,3,1.0,3,False,600,114000,1652,Pisos,True,False,True,True,E,False,2007.79,Puente de Vallecas
San Fermín,85.0,3,1.0,1,False,666,130000,1529,Pisos,False,False,False,True,E,False,1912.8,Usera
Opañel,85.0,3,1.0,4,False,780,160000,1882,Pisos,True,False,False,True,other,False,2235.32,Carabanchel
Nueva España,56.0,1,1.0,2,False,1508,430000,7679,Pisos,True,False,True,False,other,False,5363.75,Chamartín
Retiro,240.0,3,3.0,6,False,-44765,2150000,8958,Áticos,False,False,True,True,A,False,6739.32,Retiro
Arganzuela,41.0,1,1.0,-1,True,798,165000,4024,Pisos,False,False,False,False,other,False,4098.59,Arganzuela
Conde Orgaz-Piovera,235.0,4,4.0,1,False,2512,945000,4021,Pisos,False,False,True,True,other,True,4275.46,Hortaleza
Campamento,148.0,4,3.0,3,False,1344,359000,2426,Pisos,False,False,True,True,C,False,2275.63,Latina
Pradolongo,59.0,2,1.0,0,True,664,129570,2196,Pisos,False,False,True,True,F,False,2068.64,Usera
Arapiles,170.0,4,3.0,5,False,2417,850000,5000,Pisos,False,False,True,True,other,False,4869.57,Chamberí
Ventas,77.0,2,1.0,5,False,994,225000,2922,Pisos,False,False,True,True,F,False,2686.93,Ciudad Lineal
Trafalgar,131.0,3,2.0,2,False,1893,598500,4569,Pisos,False,False,True,True,E,False,5640.18,Chamberí
Almendrales,98.0,3,1.0,1,False,713,142000,1449,Pisos,False,False,False,True,G,False,2205.31,Usera
Peñagrande,309.0,5,4.0,-1,False,2295,780000,2524,Casa o chalet,True,False,True,True,other,True,3271.96,Fuencarral
Chamberí,330.0,3,5.0,6,False,-188041,2800000,8485,Pisos,False,False,True,True,other,True,6564.27,Chamberí
Puerta Bonita,99.0,3,2.0,1,False,1052,245000,2475,Pisos,False,False,True,True,other,True,1980.04,Carabanchel
Puerta del Ángel,55.0,2,1.0,2,False,512,94000,1709,Pisos,True,False,False,True,F,False,2443.62,Latina
Imperial,389.0,9,4.0,0,True,1943,620000,1594,Pisos,True,False,True,True,other,False,4098.59,Arganzuela
Concepción,116.0,3,2.0,2,False,1467,412000,3552,Pisos,False,False,True,True,other,False,3341.09,Ciudad Lineal
El Cañaveral - Los Berrocales,91.0,2,2.0,-1,False,923,202000,2220,Pisos,False,True,True,True,other,False,2271.52,Vicálvaro
Opañel,97.0,3,2.0,3,False,942,208000,2144,Pisos,False,False,False,True,other,False,2235.32,Carabanchel
Conde Orgaz-Piovera,81.0,2,1.0,2,False,1393,380000,4691,Pisos,False,False,True,True,E,True,4275.46,Hortaleza
Moncloa,231.0,4,4.0,2,False,2514,990000,4286,Dúplex,False,False,True,True,other,True,4249.04,Moncloa
Entrevías,87.0,3,2.0,1,False,744,150000,1724,Pisos,False,False,False,True,other,False,1574.36,Puente de Vallecas
Ensanche de Vallecas - La Gavia,67.0,2,2.0,3,False,916,199900,2984,Pisos,False,True,True,True,other,True,2677.28,Villa de Vallecas
Adelfas,138.0,4,2.0,7,False,1804,560000,4058,Pisos,False,False,True,True,E,True,4020.62,Retiro
Chamartín,209.0,5,4.0,2,False,2165,1150000,5502,Pisos,True,False,True,True,other,False,5170.22,Chamartín
Los Cármenes,109.0,5,2.0,-1,False,1289,336000,3083,Casa o chalet,False,False,True,True,E,False,2458.61,Latina
Centro,119.0,6,1.0,2,False,1576,460000,3866,Pisos,True,False,True,True,other,False,4448.3,Centro
Palomas,252.0,3,3.0,3,False,2417,850000,3373,Dúplex,False,False,True,True,other,True,3773.82,Hortaleza
Almagro,137.0,2,2.0,5,False,2452,875000,6387,Pisos,False,False,True,True,other,True,6564.27,Chamberí
Fuentelarreina,254.0,4,4.0,4,False,2324,795000,3130,Pisos,False,False,True,True,D,True,3371.55,Fuencarral
Castilla,335.0,3,3.0,0,True,-930,1435000,4284,Pisos,False,False,True,True,B,True,4354.35,Chamartín
Buena Vista,65.0,3,1.0,3,False,625,120000,1846,Pisos,True,False,False,True,other,False,1886.6,Carabanchel
Marroquina,41.0,1,1.0,0,True,743,149900,3656,Pisos,False,False,False,True,G,False,2928.57,Moratalaz
Fuencarral,121.0,2,2.0,3,False,1587,465000,3843,Pisos,False,False,True,True,other,True,4256.38,Fuencarral
Centro,237.0,3,3.0,1,False,-24524,1950000,8228,Áticos,False,False,True,True,other,True,5196.25,Centro
Villaverde,66.0,2,1.0,1,False,611,116600,1767,Pisos,False,False,True,True,other,False,1796.68,Villaverde
Lavapiés-Embajadores,182.0,4,3.0,3,False,2432,860000,4725,Pisos,False,False,True,True,other,False,4448.3,Centro
Peñagrande,136.0,3,2.0,2,False,2253,759000,5581,Pisos,False,True,True,True,other,True,3271.96,Fuencarral
Chamberí,355.0,5,5.0,3,False,-27934,1990000,5606,Pisos,True,False,True,True,other,False,6564.27,Chamberí
Ventas,53.0,2,1.0,1,False,780,160000,3019,Pisos,False,False,False,True,other,False,2686.93,Ciudad Lineal
Pau de Carabanchel,101.0,3,2.0,-1,False,1248,319000,3158,Pisos,False,True,True,True,other,True,3120.54,Carabanchel
Buena Vista,51.0,1,1.0,0,True,561,105000,2059,Pisos,False,False,True,True,F,False,1886.6,Carabanchel
Fuencarral,300.0,4,5.0,-1,False,2402,840000,2800,Casa o chalet,False,False,True,True,C,True,3695.5,Fuencarral
Abrantes,80.0,3,1.0,1,False,725,145000,1812,Pisos,False,False,False,True,other,False,1964.55,Carabanchel
Cuatro Caminos,76.0,2,1.0,2,False,1358,365000,4803,Pisos,False,True,True,True,other,False,4247.49,Tetuán
Tetuán,98.0,2,1.0,0,True,1094,260000,2653,Pisos,False,False,True,True,D,False,3273.56,Tetuán
La Paz,101.0,4,2.0,6,False,1416,390000,3861,Pisos,False,False,True,True,other,True,3500.0,Fuencarral
Centro,147.0,0,2.0,1,False,2512,995000,6769,Dúplex,False,False,True,True,other,False,6029.36,Centro
Portazgo,70.0,1,1.0,0,True,494,90000,1286,Pisos,False,False,False,True,other,False,1896.75,Puente de Vallecas
Puerta Bonita,67.0,1,1.0,-1,True,780,159990,2388,Pisos,False,False,True,True,other,True,1980.04,Carabanchel
Palacio,120.0,4,2.0,3,False,2470,890000,7417,Pisos,False,False,True,True,E,False,4693.52,Centro
Bellas Vistas,51.0,2,1.0,2,False,705,140000,2745,Pisos,True,False,False,False,D,False,3536.07,Tetuán
Pueblo Nuevo,75.0,3,1.0,2,False,816,169900,2265,Pisos,False,False,False,True,F,False,2578.87,Ciudad Lineal
Moscardó,96.0,3,2.0,2,False,979,220000,2292,Pisos,False,False,True,True,other,False,2284.48,Usera
Hortaleza,400.0,5,4.0,-1,False,-1225,1450000,3625,Casa o chalet,False,False,True,True,other,True,4275.46,Hortaleza
Bernabéu-Hispanoamérica,95.0,2,2.0,2,False,1619,479000,5042,Pisos,False,False,True,True,E,False,5170.22,Chamartín
Moncloa,360.0,5,5.0,3,False,2347,1100000,3056,Pisos,False,False,True,True,other,True,3810.08,Moncloa
Cuatro Caminos,186.0,4,2.0,1,False,2070,675000,3629,Pisos,True,False,True,True,other,False,4247.49,Tetuán
Gaztambide,37.0,1,1.0,3,False,979,220000,5946,Pisos,False,False,True,False,F,False,5000.0,Chamberí
Palacio,232.0,2,2.0,0,True,2360,815000,3513,Pisos,False,False,False,True,other,True,4693.52,Centro
San Diego,65.0,3,1.0,3,False,678,133000,2046,Pisos,False,False,False,True,other,False,2007.79,Puente de Vallecas
Moncloa,700.0,8,8.0,-1,False,-47264,2170000,3100,Casa o chalet,False,False,True,True,other,True,4249.04,Moncloa
Ventilla-Almenara,50.0,1,1.0,-1,False,1009,230000,4600,Áticos,False,True,True,True,other,False,3314.54,Tetuán
Palomas,203.0,4,3.0,4,False,2470,890000,4384,Pisos,False,False,True,True,F,True,3773.82,Hortaleza
San Cristóbal,63.0,3,1.0,4,False,456,82000,1302,Pisos,False,False,False,True,other,False,1308.89,Villaverde
Pinar del Rey,65.0,2,1.0,5,False,988,223000,3431,Pisos,False,False,True,True,other,False,2915.33,Hortaleza
Legazpi,260.0,5,2.0,6,False,2512,995000,3827,Áticos,False,False,True,True,E,True,4486.93,Arganzuela
Malasaña-Universidad,40.0,1,1.0,2,False,1038,240000,6000,Pisos,False,False,False,False,D,False,5196.25,Centro
Almendrales,126.0,3,2.0,4,False,1423,393000,3119,Pisos,False,False,True,True,other,True,2205.31,Usera
Virgen del Cortijo - Manoteras,76.0,0,1.0,5,False,917,200000,2632,Pisos,False,False,True,True,other,True,3636.96,Hortaleza
Moncloa,750.0,3,2.0,-1,False,-220775,2890000,3853,Casa o chalet,False,False,True,True,other,True,4249.04,Moncloa
Cuatro Caminos,77.0,4,1.0,0,True,916,199900,2596,Pisos,True,False,True,True,other,False,4247.49,Tetuán
Nueva España,600.0,2,4.0,4,False,-637337,3590000,5983,Pisos,False,False,True,True,other,True,5363.75,Chamartín
Latina,30.0,1,1.0,0,True,517,95000,3167,Pisos,False,False,True,True,other,False,2363.25,Latina
Ventas,60.0,1,1.0,1,False,901,195000,3250,Pisos,False,False,True,True,other,False,2686.93,Ciudad Lineal
San Isidro,85.0,3,1.0,1,False,868,185000,2176,Pisos,False,False,False,True,other,False,2323.93,Carabanchel
Virgen del Cortijo - Manoteras,50.0,0,1.0,1,False,1016,232500,4650,Pisos,False,False,True,True,E,True,3636.96,Hortaleza
Huertas-Cortes,95.0,4,2.0,3,False,1428,395000,4158,Pisos,False,False,True,False,other,False,5000.0,Centro
San Pascual,125.0,3,2.0,6,False,1197,299000,2392,Dúplex,False,False,True,True,E,True,4015.76,Ciudad Lineal
Centro,63.0,1,1.0,1,False,1299,340000,5397,Pisos,False,False,True,True,other,False,5000.0,Centro
Sanchinarro,137.0,3,2.0,3,False,2058,670000,4891,Pisos,False,True,True,True,other,False,4456.18,Hortaleza
Imperial,55.0,2,1.0,-1,True,945,209000,3800,Pisos,False,False,False,True,other,False,4098.59,Arganzuela
Lucero,55.0,2,1.0,4,False,702,139000,2527,Pisos,False,False,True,True,E,False,2363.25,Latina
Bellas Vistas,262.0,8,3.0,0,True,2126,700000,2672,Pisos,False,False,True,True,other,False,3536.07,Tetuán
Usera,95.0,3,2.0,6,False,725,145000,1526,Pisos,True,False,True,True,G,False,1931.95,Usera
Vicálvaro,62.0,2,1.0,1,False,666,130000,2097,Pisos,False,False,True,True,G,False,2064.65,Vicálvaro
San Andrés,87.0,3,1.0,2,False,712,141760,1629,Pisos,False,False,True,True,other,False,1617.18,Villaverde
Palacio,165.0,4,2.0,2,False,2285,775000,4697,Pisos,False,False,True,True,other,False,4693.52,Centro
Pilar,59.0,2,1.0,3,False,833,175000,2966,Pisos,False,False,True,True,other,False,3222.22,Fuencarral
Chueca-Justicia,146.0,4,3.0,2,False,2465,1045000,7158,Pisos,False,False,True,True,E,False,6029.36,Centro
Pinar del Rey,89.0,3,2.0,7,False,1064,249000,2798,Pisos,False,False,True,True,other,False,2915.33,Hortaleza
Puerta Bonita,170.0,5,3.0,1,False,1416,389800,2293,Pisos,False,False,True,True,other,True,1980.04,Carabanchel
Comillas,110.0,2,1.0,5,False,1197,299000,2718,Pisos,False,False,True,True,other,False,2527.59,Carabanchel
Moncloa,600.0,7,7.0,-1,False,-102964,2495000,4158,Casa o chalet,False,False,True,True,other,True,2569.96,Moncloa
Pradolongo,172.0,4,3.0,3,False,1553,450000,2616,Dúplex,False,False,True,True,other,True,2068.64,Usera
Pinar del Rey,70.0,3,1.0,4,False,740,149000,2129,Pisos,True,False,False,True,other,False,2915.33,Hortaleza
San Isidro,32.0,1,1.0,0,True,373,65000,2031,Pisos,False,False,False,False,E,False,2323.93,Carabanchel
Peñagrande,400.0,5,5.0,-1,False,2516,980000,2450,Casa o chalet,False,False,True,True,C,True,3271.96,Fuencarral
Ensanche de Vallecas - La Gavia,59.0,1,1.0,2,False,857,182000,3085,Pisos,False,False,True,True,A,True,2677.28,Villa de Vallecas
Usera,123.0,2,1.0,1,False,871,186000,1512,Pisos,False,False,True,True,other,True,1912.8,Usera
Pau de Carabanchel,103.0,3,2.0,-1,False,1272,329000,3194,Pisos,False,True,True,True,other,True,3120.54,Carabanchel
Ibiza,131.0,4,2.0,1,False,1943,620000,4733,Pisos,False,False,True,True,other,False,5492.17,Retiro
12 de Octubre-Orcasur,65.0,3,1.0,2,False,596,113000,1738,Pisos,False,False,True,True,other,False,1637.13,Usera
Huertas-Cortes,230.0,4,3.0,4,False,-10216,1725000,7500,Pisos,False,False,True,True,D,False,5000.0,Centro
Pacífico,74.0,3,1.0,4,False,1174,290000,3919,Pisos,False,False,True,False,other,False,4105.12,Retiro
Casa de Campo,85.0,3,1.0,4,False,1164,286000,3365,Pisos,False,False,True,True,G,False,3630.68,Moncloa
Valdeacederas,50.0,2,1.0,1,False,762,155000,3100,Pisos,True,False,False,True,D,False,3163.8,Tetuán
Delicias,80.0,2,1.0,4,False,1212,304900,3811,Pisos,False,False,True,True,E,False,3972.6,Arganzuela
Cuzco-Castillejos,144.0,3,2.0,2,False,2047,665000,4618,Pisos,True,False,True,True,G,True,4347.59,Tetuán
Barrio de Salamanca,70.0,2,2.0,5,False,2124,699000,9986,Pisos,False,False,True,False,other,True,8392.43,Salamanca
Bellas Vistas,26.0,1,1.0,0,True,634,122000,4692,Dúplex,False,False,False,False,other,False,3536.07,Tetuán
Guindalera,340.0,6,4.0,5,False,-14150,1800000,5294,Pisos,False,False,True,True,other,False,4367.9,Salamanca
Almagro,299.0,5,4.0,4,False,-19233,1880000,6288,Pisos,True,False,True,True,E,True,6564.27,Chamberí
Castilla,146.0,4,2.0,7,False,1816,565000,3870,Pisos,False,False,True,True,other,True,4354.35,Chamartín
Fuencarral,55.0,2,1.0,4,False,851,179999,3273,Pisos,False,False,True,True,other,False,3222.22,Fuencarral
Barrio de Salamanca,499.0,4,2.0,1,False,-64339,2290000,4589,Pisos,False,False,True,True,D,False,5887.64,Salamanca
Nueva España,313.0,4,3.0,0,True,452,1350000,4313,Pisos,False,False,True,True,other,True,5363.75,Chamartín
Fuencarral,393.0,6,5.0,-1,False,2516,978000,2489,Casa o chalet,False,False,True,True,other,True,3271.96,Fuencarral
Bellas Vistas,50.0,2,1.0,1,False,798,165000,3300,Pisos,False,False,False,True,other,False,3536.07,Tetuán
Chamartín,468.0,5,7.0,-1,False,-564667,3500000,7479,Casa o chalet,False,False,True,True,A,True,6255.45,Chamartín
Ciudad Lineal,66.0,2,1.0,0,True,1092,259000,3924,Pisos,False,False,True,True,G,True,3341.09,Ciudad Lineal
Quintana,70.0,2,1.0,3,False,1195,298000,4257,Pisos,False,False,True,True,other,False,2900.58,Ciudad Lineal
Lavapiés-Embajadores,26.0,1,1.0,4,False,833,175000,6731,Pisos,True,False,True,False,other,False,4448.3,Centro
Hortaleza,65.0,3,1.0,2,False,740,149000,2292,Pisos,True,False,False,True,other,False,2915.33,Hortaleza
Ambroz,70.0,1,1.0,4,False,800,165500,2364,Áticos,False,False,True,True,E,False,2094.51,Vicálvaro
Valdezarza,83.0,3,1.0,7,False,1038,240000,2892,Pisos,False,False,True,True,other,False,2951.77,Moncloa
Abrantes,96.0,3,2.0,2,False,1200,300000,3125,Pisos,False,False,True,True,other,True,1964.55,Carabanchel
Valdeacederas,73.0,3,1.0,3,False,851,179990,2466,Pisos,True,False,False,True,E,False,3163.8,Tetuán
Vinateros,95.0,3,2.0,2,False,884,190000,2000,Pisos,True,False,True,True,other,False,2538.1,Moratalaz
Opañel,73.0,3,1.0,1,False,702,139000,1904,Pisos,False,False,False,True,other,False,2235.32,Carabanchel
Las Tablas,90.0,2,2.0,4,False,1435,398000,4422,Pisos,False,False,True,True,other,True,4256.38,Fuencarral
Chamberí,171.0,6,2.0,1,False,2512,995000,5819,Pisos,True,False,True,True,other,False,6564.27,Chamberí
Lavapiés-Embajadores,86.0,2,2.0,2,False,1368,369000,4291,Pisos,False,False,True,True,D,False,4448.3,Centro
Chamartín,70.0,2,2.0,0,True,1197,299000,4271,Pisos,False,False,False,False,other,False,4255.84,Chamartín
Palomeras Bajas,86.0,3,1.0,3,False,646,125000,1453,Pisos,False,False,False,True,other,False,1983.7,Puente de Vallecas
Abrantes,77.0,3,1.0,3,False,686,135000,1753,Pisos,False,False,False,True,E,False,1964.55,Carabanchel
Moncloa,60.0,1,1.0,3,False,1311,345000,5750,Pisos,False,False,True,True,other,True,4249.04,Moncloa
Ventilla-Almenara,40.0,0,1.0,0,True,780,160000,4000,Pisos,False,False,True,True,other,False,3314.54,Tetuán
Tetuán,257.0,3,4.0,1,False,-1755,1475000,5739,Áticos,False,False,True,True,other,True,4247.49,Tetuán
San Andrés,130.0,4,2.0,-1,False,1182,293000,2254,Casa o chalet,False,False,True,True,other,True,1617.18,Villaverde
Palomeras sureste,103.0,3,2.0,6,False,913,199000,1932,Pisos,False,False,True,True,other,True,2076.58,Puente de Vallecas
Chamberí,230.0,1,2.0,0,True,-1755,1475000,6413,Dúplex,False,False,False,True,D,False,4869.57,Chamberí
La Paz,77.0,2,1.0,2,False,1066,249900,3245,Pisos,True,False,True,True,other,False,3500.0,Fuencarral
Moscardó,71.0,1,1.0,-1,False,725,145000,2042,Pisos,False,False,False,True,other,False,2284.48,Usera
Pilar,55.0,2,1.0,3,False,964,215000,3909,Pisos,False,False,True,True,F,False,3222.22,Fuencarral
Cuzco-Castillejos,92.0,3,1.0,2,False,1320,349000,3793,Pisos,False,False,True,True,E,False,4347.59,Tetuán
Cuatro Caminos,170.0,4,3.0,3,False,2311,788000,4635,Pisos,False,False,True,True,E,True,4247.49,Tetuán
Comillas,87.0,3,1.0,3,False,1135,275000,3161,Pisos,True,False,True,True,other,False,2527.59,Carabanchel
Moncloa,60.0,7,8.0,-1,False,-65933,2300000,1658,Casa o chalet,False,False,True,True,D,False,4249.04,Moncloa
Costillares,42.0,1,1.0,5,False,1038,240000,5714,Pisos,False,False,True,True,E,True,4235.69,Ciudad Lineal
Pau de Carabanchel,52.0,1,1.0,3,False,868,185000,3558,Pisos,False,False,True,True,other,True,3120.54,Carabanchel
Fuencarral,248.0,4,4.0,-1,False,2126,700000,2823,Casa o chalet,False,False,True,True,other,True,3271.96,Fuencarral
Valdemarín,127.0,2,2.0,0,True,1770,545000,4291,Pisos,False,False,True,True,other,True,4249.04,Moncloa
Palos de Moguer,60.0,2,1.0,2,False,1094,260000,4333,Pisos,False,False,True,True,other,False,3975.0,Arganzuela
Moscardó,73.0,3,1.0,3,False,666,130000,1781,Pisos,False,False,False,True,G,False,2284.48,Usera
Cuatro Caminos,57.0,1,1.0,8,False,1346,360000,6316,Pisos,False,False,True,True,other,False,4247.49,Tetuán
San Juan Bautista,74.0,2,1.0,5,False,1393,380000,5135,Pisos,False,False,True,True,E,True,4098.7,Ciudad Lineal
Barrio de Salamanca,125.0,2,2.0,1,False,2081,680000,5440,Pisos,False,False,True,True,E,False,5887.64,Salamanca
Hortaleza,470.0,7,7.0,-1,False,-28833,2000000,4255,Casa o chalet,False,False,True,True,other,True,4275.46,Hortaleza
Ensanche de Vallecas - La Gavia,50.0,0,1.0,1,False,705,140000,2800,Pisos,False,False,True,True,other,True,2677.28,Villa de Vallecas
Peñagrande,312.0,4,3.0,-1,False,2517,970000,3109,Casa o chalet,False,True,True,True,other,True,3271.96,Fuencarral
Centro,122.0,2,2.0,5,False,2480,900000,7377,Dúplex,False,False,True,True,other,False,6029.36,Centro
Apóstol Santiago,369.0,7,4.0,-1,False,2347,1100000,2981,Casa o chalet,True,False,True,True,other,True,2679.63,Hortaleza
Aravaca,137.0,2,2.0,2,False,1617,478000,3489,Pisos,False,False,True,True,other,True,3600.4,Moncloa
Chamberí,152.0,2,2.0,2,False,2234,750000,4934,Pisos,False,False,True,True,other,False,5000.0,Chamberí
Butarque,103.0,3,2.0,5,False,1027,236227,2293,Pisos,False,True,True,True,other,False,2197.8,Villaverde
Chamberí,115.0,4,2.0,5,False,1862,585000,5087,Pisos,True,False,True,True,other,False,5000.0,Chamberí
Almendrales,118.0,3,2.0,5,False,1710,519000,4398,Pisos,False,False,True,True,other,True,2205.31,Usera
Malasaña-Universidad,82.0,2,2.0,1,False,1712,520000,6341,Pisos,True,False,True,True,D,False,5196.25,Centro
San Diego,68.0,2,1.0,4,False,530,98000,1441,Pisos,False,False,False,True,other,False,2007.79,Puente de Vallecas
Barrio de Salamanca,416.0,5,4.0,6,False,-104074,2500000,6010,Pisos,True,False,True,True,other,True,6882.35,Salamanca
Trafalgar,280.0,4,2.0,6,False,-14150,1800000,6429,Áticos,False,True,True,True,other,False,5640.18,Chamberí
Ciudad Universitaria,261.0,5,4.0,-1,False,1955,625000,2395,Casa o chalet,False,False,True,True,other,True,3810.08,Moncloa
Goya,40.0,2,1.0,0,True,1035,239000,5975,Pisos,False,False,True,False,G,False,5887.64,Salamanca
Gaztambide,95.0,2,2.0,4,False,2340,803529,8458,Pisos,False,True,True,True,B,True,5000.0,Chamberí
Estrella,136.0,5,2.0,4,False,1850,580000,4265,Pisos,False,False,True,True,E,False,4246.58,Retiro
Ciudad Lineal,141.0,4,2.0,0,True,1342,358000,2539,Dúplex,False,False,False,True,other,False,2900.58,Ciudad Lineal
Malasaña-Universidad,87.0,2,2.0,1,False,1712,520000,5977,Pisos,False,False,True,True,E,False,5196.25,Centro
Chamartín,288.0,4,5.0,-1,False,-27054,1980000,6875,Casa o chalet,False,False,True,True,A,True,5363.75,Chamartín
Barrio de Salamanca,41.0,1,1.0,0,True,1111,266000,6488,Pisos,False,False,False,False,C,False,6882.35,Salamanca
Ventas,65.0,3,1.0,3,False,755,153000,2354,Pisos,True,False,True,True,E,False,2686.93,Ciudad Lineal
Ensanche de Vallecas - La Gavia,52.0,1,1.0,4,False,755,153200,2946,Pisos,False,False,True,False,other,True,2677.28,Villa de Vallecas
Puerta Bonita,100.0,3,1.0,0,True,698,138000,1380,Pisos,False,False,True,True,other,False,1980.04,Carabanchel
Fuencarral,955.0,8,6.0,-1,False,-128137,2600000,2723,Casa o chalet,False,False,True,True,other,False,3371.55,Fuencarral
Barrio de Salamanca,91.0,3,2.0,3,False,1508,430000,4725,Pisos,False,False,True,True,E,False,4452.82,Salamanca
Huertas-Cortes,38.0,0,1.0,4,False,881,189000,4974,Pisos,False,False,False,True,other,False,5000.0,Centro
San Isidro,121.0,3,2.0,3,False,1432,397000,3281,Pisos,False,True,True,True,other,False,2323.93,Carabanchel
Chamartín,330.0,5,4.0,9,False,-1866,1480000,4485,Pisos,False,False,True,True,other,True,5170.22,Chamartín
Hortaleza,36.0,0,1.0,0,True,816,170000,4722,Pisos,False,False,False,True,G,False,3152.53,Hortaleza
Malasaña-Universidad,87.0,2,2.0,1,False,1712,520000,5977,Pisos,False,False,True,True,C,False,5196.25,Centro
Casco Histórico de Vallecas,78.0,3,1.0,1,False,654,127000,1628,Pisos,True,False,False,True,other,False,1956.0,Villa de Vallecas
Canillas,119.0,3,2.0,0,True,1370,369900,3108,Pisos,False,False,True,True,E,False,3152.53,Hortaleza
Malasaña-Universidad,94.0,2,2.0,1,False,1758,540000,5745,Pisos,False,False,True,True,other,False,5196.25,Centro
Valdezarza,72.0,3,1.0,0,True,1009,230000,3194,Pisos,False,False,True,True,other,False,2951.77,Moncloa
Nueva España,238.0,4,2.0,9,False,-1225,1450000,6092,Pisos,False,False,True,True,other,True,5363.75,Chamartín
San Pascual,209.0,4,3.0,-1,False,2369,820000,3923,Casa o chalet,False,False,True,True,other,True,4015.76,Ciudad Lineal
Recoletos,233.0,4,4.0,5,False,-8414,1685000,7232,Pisos,True,False,True,True,E,False,8392.43,Salamanca
El Pardo,75.0,3,1.0,2,False,985,222000,2960,Pisos,False,False,True,True,E,False,5000.0,Fuencarral
Abrantes,76.0,3,1.0,0,True,666,130000,1711,Pisos,False,False,False,True,E,False,1964.55,Carabanchel
Bernabéu-Hispanoamérica,166.0,4,3.0,3,False,2432,860000,5181,Pisos,True,False,True,True,E,True,5170.22,Chamartín
Pacífico,112.0,3,2.0,7,False,1375,372000,3321,Pisos,False,False,True,True,E,False,4105.12,Retiro
Fuencarral,184.0,4,4.0,1,False,2012,650000,3533,Pisos,False,False,True,True,other,True,3371.55,Fuencarral
Fuencarral,545.0,6,5.0,-1,False,-19939,1890000,3468,Casa o chalet,False,False,True,True,other,True,3695.5,Fuencarral
Hortaleza,412.0,4,3.0,-1,False,-93355,2450000,5947,Casa o chalet,False,False,True,True,other,True,4275.46,Hortaleza
Lista,138.0,2,2.0,-1,False,2512,945000,6848,Pisos,False,True,True,False,C,True,5681.21,Salamanca
Pacífico,111.0,4,2.0,1,False,1689,510000,4595,Pisos,False,False,True,True,D,False,4105.12,Retiro
Campamento,65.0,2,1.0,-1,False,650,126000,1938,Pisos,False,False,False,True,G,False,2275.63,Latina
