subtitle,sq_mt_built,n_rooms,n_bathrooms,floor,is_floor_under,rent_price,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,is_new_development,has_lift,is_exterior,energy_certificate,has_parking,Precio_por_m2,Distrito
Pau de Carabanchel,97.0,3,2.0,-1,False,1040,240700,2481,Pisos,False,True,True,True,B,True,3120.54,Carabanchel
Ciudad Universitaria,142.0,3,2.0,7,False,2047,665000,4683,Pisos,True,False,True,True,other,True,3810.08,Moncloa
Aravaca,82.0,2,1.0,1,False,1262,325000,3963,Pisos,False,False,True,True,other,False,3600.4,Moncloa
Lucero,104.0,3,2.0,5,False,1213,305000,2933,Pisos,True,False,True,True,G,False,2363.25,Latina
Guindalera,136.0,4,2.0,4,False,1735,530000,3897,Pisos,False,False,True,True,E,True,4367.9,Salamanca
Nuevos Ministerios-Ríos Rosas,66.0,3,1.0,2,False,1405,385000,5833,Pisos,False,False,True,True,other,False,5000.0,Chamberí
Puente de Vallecas,68.0,1,1.0,2,False,847,179000,2632,Pisos,False,False,True,True,other,True,2076.58,Puente de Vallecas
Colina,134.0,3,2.0,0,True,1169,288000,2149,Pisos,True,False,True,True,other,False,4677.53,Ciudad Lineal
Palomeras Bajas,115.0,3,2.0,1,False,1174,290000,2522,Pisos,False,False,True,True,A,True,1983.7,Puente de Vallecas
Pueblo Nuevo,72.0,2,2.0,0,True,1008,229560,3188,Pisos,False,False,True,True,E,False,2578.87,Ciudad Lineal
Palomas,625.0,6,3.0,-1,False,2514,990000,1584,Casa o chalet,False,False,True,True,other,False,3773.82,Hortaleza
Casco Histórico de Vallecas,58.0,3,1.0,0,True,471,85000,1466,Pisos,False,False,False,True,E,False,1956.0,Villa de Vallecas
Cuzco-Castillejos,89.0,3,2.0,6,False,1358,365000,4101,Pisos,False,False,True,True,other,False,4347.59,Tetuán
Los Rosales,48.0,2,1.0,-1,False,489,89000,1854,Pisos,False,False,False,True,E,False,1827.79,Villaverde
Delicias,57.0,2,1.0,3,False,1024,235000,4123,Pisos,False,False,True,False,other,False,3972.6,Arganzuela
Vallehermoso,279.0,5,5.0,1,False,-2333,1500000,5376,Pisos,False,False,True,True,B,True,4548.3,Chamberí
Chamberí,77.0,2,2.0,2,False,1781,550000,7143,Pisos,False,False,True,True,other,False,5000.0,Chamberí
Fuencarral,382.0,5,4.0,-1,False,-221,1395000,3652,Casa o chalet,False,False,True,True,other,True,3371.55,Fuencarral
Opañel,90.0,3,2.0,1,False,1170,288486,3205,Pisos,False,False,True,True,other,True,2235.32,Carabanchel
Tres Olivos - Valverde,90.0,2,1.0,5,False,1038,240000,2667,Pisos,False,False,True,True,other,False,2648.73,Fuencarral
Huertas-Cortes,171.0,4,2.0,3,False,2234,750000,4386,Pisos,False,False,False,True,other,False,5000.0,Centro
Estrella,159.0,5,3.0,2,False,1779,549000,3453,Pisos,False,False,True,True,D,False,4246.58,Retiro
Colina,62.0,1,1.0,5,False,1148,280000,4516,Pisos,False,False,True,True,other,False,4677.53,Ciudad Lineal
Conde Orgaz-Piovera,84.0,1,1.0,2,False,1655,495000,5893,Dúplex,False,False,True,True,other,True,4275.46,Hortaleza
Puerta Bonita,56.0,2,2.0,1,False,1094,260000,4643,Pisos,False,True,True,True,other,True,1980.04,Carabanchel
Villa de Vallecas,352.0,5,3.0,-1,False,1710,519000,1474,Casa o chalet,False,False,True,True,other,True,2677.28,Villa de Vallecas
Ensanche de Vallecas - La Gavia,65.0,1,1.0,7,False,1135,275000,4231,Áticos,False,False,True,True,D,True,2677.28,Villa de Vallecas
Puerta Bonita,64.0,3,1.0,4,False,713,142000,2219,Pisos,False,False,False,True,other,False,1980.04,Carabanchel
Villaverde,50.0,2,1.0,2,False,566,106000,2120,Pisos,False,False,False,True,other,False,1617.18,Villaverde
Almendrales,75.0,3,1.0,3,False,868,185000,2467,Pisos,False,False,False,True,other,False,2205.31,Usera
Valdeacederas,105.0,3,1.0,3,False,1323,350000,3333,Pisos,False,False,True,True,other,False,3163.8,Tetuán
Pueblo Nuevo,90.0,2,2.0,5,False,1496,425000,4722,Pisos,False,False,True,True,other,True,2578.87,Ciudad Lineal
Adelfas,60.0,1,1.0,1,False,1174,290000,4833,Pisos,False,False,True,False,E,False,4020.62,Retiro
Arganzuela,40.0,2,1.0,1,False,894,193000,4825,Pisos,False,False,False,False,G,False,3783.78,Arganzuela
Chueca-Justicia,236.0,5,2.0,1,False,2417,850000,3602,Pisos,True,False,True,True,G,False,6029.36,Centro
Los Rosales,16.0,3,1.0,1,False,600,114000,7125,Pisos,False,False,False,True,E,False,1827.79,Villaverde
Bellas Vistas,169.0,3,2.0,1,False,1820,567074,3355,Pisos,False,True,True,True,other,False,3536.07,Tetuán
Palomeras Bajas,57.0,2,1.0,4,False,557,104000,1825,Pisos,False,False,False,True,other,False,1983.7,Puente de Vallecas
Moncloa,700.0,7,6.0,-1,False,-11444,1750000,2500,Casa o chalet,False,False,True,True,other,True,2569.96,Moncloa
Peñagrande,154.0,3,2.0,2,False,2117,696000,4519,Áticos,False,True,True,True,other,True,3271.96,Fuencarral
Sanchinarro,95.0,2,2.0,5,False,1496,425000,4474,Pisos,False,False,True,True,other,True,4456.18,Hortaleza
Chamberí,175.0,3,2.0,1,False,2493,1022000,5840,Pisos,False,False,True,True,C,False,5000.0,Chamberí
Valdemarín,60.0,1,1.0,-1,False,1311,345000,5750,Pisos,False,False,True,True,other,True,4249.04,Moncloa
Orcasitas,47.0,1,1.0,0,True,508,93000,1979,Pisos,False,False,False,True,other,False,1931.95,Usera
Chamartín,145.0,3,2.0,1,False,2115,695000,4793,Áticos,False,False,True,True,E,False,4354.35,Chamartín
Tetuán,121.0,3,2.0,1,False,2047,665000,5496,Pisos,True,False,True,True,other,True,4247.49,Tetuán
Malasaña-Universidad,78.0,1,1.0,3,False,1655,495000,6346,Pisos,False,False,True,True,other,False,5196.25,Centro
Palomeras Bajas,80.0,3,1.0,4,False,666,130000,1625,Pisos,False,False,False,True,E,False,1983.7,Puente de Vallecas
Cuzco-Castillejos,130.0,2,1.0,8,False,2058,670000,5154,Pisos,False,False,True,True,other,False,4347.59,Tetuán
Fuencarral,220.0,4,4.0,-1,False,2275,770000,3500,Casa o chalet,False,False,True,True,other,True,2648.73,Fuencarral
Moncloa,701.0,5,6.0,-1,False,-270700,3010000,4294,Casa o chalet,False,False,True,True,A,False,3810.08,Moncloa
Sanchinarro,42.0,0,1.0,4,False,1007,229500,5464,Pisos,False,False,True,False,other,True,4456.18,Hortaleza
San Juan Bautista,118.0,3,2.0,1,False,1633,485000,4110,Pisos,True,False,True,True,E,True,4098.7,Ciudad Lineal
Palomas,150.0,4,2.0,3,False,1862,585000,3900,Pisos,False,False,True,True,B,True,3773.82,Hortaleza
Colina,154.0,4,2.0,1,False,1619,479000,3110,Pisos,False,False,True,True,F,True,4677.53,Ciudad Lineal
Sol,57.0,1,1.0,5,False,1248,319000,5596,Pisos,False,False,False,True,E,False,5390.99,Centro
Ventilla-Almenara,166.0,3,2.0,2,False,2070,675000,4066,Pisos,True,False,True,True,E,True,3314.54,Tetuán
Usera,149.0,4,2.0,-1,False,1817,565500,3795,Pisos,False,False,True,True,other,False,2068.64,Usera
Carabanchel,51.0,1,1.0,1,False,891,192000,3765,Pisos,False,False,True,True,other,False,2235.32,Carabanchel
Tetuán,38.0,1,1.0,2,False,725,145000,3816,Pisos,False,False,False,True,G,False,3536.07,Tetuán
Aluche,75.0,1,1.0,0,True,833,175000,2333,Pisos,False,False,False,True,other,False,2190.48,Latina
Centro,105.0,4,2.0,6,False,1825,569000,5419,Pisos,False,False,True,False,D,False,5390.99,Centro
Pinar del Rey,74.0,2,1.0,3,False,864,184000,2486,Pisos,False,False,False,True,E,False,2915.33,Hortaleza
Valdezarza,70.0,3,1.0,4,False,780,159900,2284,Pisos,False,False,False,True,other,False,2951.77,Moncloa
Puente de Vallecas,72.0,3,1.0,2,False,646,125000,1736,Pisos,False,False,False,True,E,False,2007.79,Puente de Vallecas
Guindalera,326.0,5,4.0,5,False,-14150,1800000,5521,Pisos,False,False,True,True,other,False,4367.9,Salamanca
Acacias,51.0,1,1.0,5,False,758,154000,3020,Áticos,False,False,True,True,other,False,4208.0,Arganzuela
Ventas,76.0,3,1.0,5,False,933,205000,2697,Pisos,True,False,True,True,F,False,2686.93,Ciudad Lineal
La Paz,170.0,4,2.0,4,False,1850,580000,3412,Pisos,False,False,True,True,other,True,3500.0,Fuencarral
Pacífico,124.0,3,2.0,7,False,1839,575000,4637,Áticos,False,False,True,True,other,False,4105.12,Retiro
Goya,163.0,4,2.0,6,False,-1027,1440000,8834,Pisos,False,False,True,True,A,True,5887.64,Salamanca
Gaztambide,370.0,5,4.0,1,False,-38920,2100000,5676,Pisos,False,False,True,True,C,True,5000.0,Chamberí
Chamberí,460.0,6,4.0,4,False,-366133,3200000,6957,Pisos,True,False,True,True,other,True,6564.27,Chamberí
Latina,79.0,3,1.0,6,False,884,190000,2405,Pisos,True,False,True,True,other,True,2110.34,Latina
Centro,380.0,3,4.0,1,False,-11444,1750000,4605,Pisos,False,False,True,True,E,False,6029.36,Centro
Palomas,97.0,2,2.0,5,False,1850,580000,5979,Áticos,True,False,True,True,D,True,3773.82,Hortaleza
Fontarrón,70.0,3,2.0,1,False,847,179000,2557,Pisos,False,False,True,True,other,False,2319.44,Moratalaz
Pilar,106.0,3,2.0,-1,False,1200,299999,2830,Pisos,False,False,True,True,other,False,3222.22,Fuencarral
Chueca-Justicia,65.0,2,2.0,1,False,1701,515000,7923,Pisos,False,False,True,True,other,False,6029.36,Centro
Puerta del Ángel,96.0,2,2.0,1,False,979,220000,2292,Pisos,False,False,True,True,G,True,2443.62,Latina
Pinar del Rey,96.0,3,2.0,4,False,1275,330000,3438,Pisos,False,False,True,True,other,True,2915.33,Hortaleza
Águilas,115.0,4,2.0,6,False,964,215000,1870,Pisos,True,False,True,True,other,False,2110.34,Latina
Chamberí,325.0,4,2.0,2,False,-48548,2180000,6708,Pisos,True,False,True,True,other,False,6564.27,Chamberí
Carabanchel,101.0,3,1.0,1,False,910,198000,1960,Pisos,False,False,False,True,E,False,2235.32,Carabanchel
Moncloa,80.0,2,2.0,0,True,1382,375000,4688,Pisos,False,False,True,True,other,False,4807.69,Moncloa
Vista Alegre,54.0,1,1.0,-1,False,617,118000,2185,Pisos,False,False,False,True,G,False,2048.47,Carabanchel
El Viso,181.0,2,3.0,0,True,2165,1150000,6354,Dúplex,False,False,True,True,C,True,6255.45,Chamartín
Mirasierra,150.0,2,2.0,2,False,1747,535000,3567,Pisos,True,False,True,True,D,False,3695.5,Fuencarral
Prosperidad,94.0,2,2.0,3,False,1816,565000,6011,Pisos,False,True,True,True,other,False,4255.84,Chamartín
Pacífico,105.0,3,2.0,2,False,1662,498000,4743,Pisos,False,False,True,True,D,False,4105.12,Retiro
Arganzuela,155.0,4,2.0,4,False,1873,590000,3806,Pisos,False,False,True,True,E,False,4208.0,Arganzuela
Comillas,72.0,3,1.0,4,False,910,198000,2750,Pisos,False,False,True,True,other,False,2527.59,Carabanchel
Moncloa,420.0,3,3.0,3,False,-8628,1690000,4024,Áticos,False,False,True,True,B,True,3810.08,Moncloa
Delicias,113.0,4,2.0,2,False,1530,440000,3894,Pisos,False,False,True,True,E,False,3972.6,Arganzuela
Pueblo Nuevo,75.0,2,1.0,5,False,1250,320000,4267,Pisos,False,False,True,True,F,True,2578.87,Ciudad Lineal
El Cañaveral - Los Berrocales,248.0,4,3.0,-1,False,1330,353000,1423,Casa o chalet,False,True,True,True,other,True,2271.52,Vicálvaro
Chamartín,375.0,7,5.0,4,False,-24524,1950000,5200,Dúplex,False,False,True,True,other,True,5363.75,Chamartín
Chamartín,160.0,3,3.0,3,False,2255,760000,4750,Pisos,True,False,True,True,other,False,5170.22,Chamartín
Cuatro Caminos,270.0,5,3.0,2,False,2410,845000,3130,Pisos,True,False,True,True,other,True,4247.49,Tetuán
San Diego,68.0,2,1.0,0,True,600,114000,1676,Pisos,False,False,False,True,other,False,2007.79,Puente de Vallecas
Arapiles,70.0,2,2.0,2,False,1428,395000,5643,Pisos,False,False,True,False,E,False,4869.57,Chamberí
Barrio de Salamanca,292.0,4,3.0,5,False,-11444,1750000,5993,Pisos,False,False,True,True,C,False,5887.64,Salamanca
Vista Alegre,73.0,3,1.0,4,False,702,139000,1904,Pisos,False,False,False,True,other,False,2048.47,Carabanchel
Recoletos,305.0,6,2.0,3,False,-604232,3550000,11639,Pisos,False,False,True,True,F,False,8392.43,Salamanca
Moncloa,410.0,5,6.0,-1,False,-38920,2100000,5122,Casa o chalet,False,False,True,True,other,True,3810.08,Moncloa
Fuente del Berro,88.0,3,2.0,4,False,1614,477000,5420,Pisos,False,False,True,True,other,False,4452.82,Salamanca
Legazpi,156.0,4,3.0,1,False,1897,600000,3846,Pisos,False,False,True,True,F,True,4486.93,Arganzuela
Ensanche de Vallecas - La Gavia,125.0,3,2.0,4,False,1299,340000,2720,Pisos,False,False,True,True,other,True,2677.28,Villa de Vallecas
Quintana,47.0,2,1.0,2,False,705,140000,2979,Pisos,False,False,False,True,other,False,2900.58,Ciudad Lineal
Abrantes,57.0,3,1.0,0,True,471,85000,1491,Pisos,False,False,False,True,other,False,1964.55,Carabanchel
San Fermín,60.0,0,1.0,0,True,596,113000,1883,Pisos,False,False,False,True,other,False,1912.8,Usera
Prosperidad,53.0,1,1.0,2,False,1122,270000,5094,Pisos,False,False,True,True,E,False,4255.84,Chamartín
Cuatro Caminos,36.0,0,1.0,1,False,868,185000,5139,Pisos,False,False,True,True,other,True,4247.49,Tetuán
Santa Eugenia,111.0,3,2.0,3,False,1024,235000,2117,Pisos,False,False,True,True,other,True,2175.93,Villa de Vallecas
Chueca-Justicia,56.0,1,1.0,4,False,1365,368000,6571,Pisos,False,False,True,True,other,False,6029.36,Centro
Nuevos Ministerios-Ríos Rosas,177.0,3,3.0,3,False,2514,950000,5367,Pisos,False,False,True,False,B,False,5000.0,Chamberí
Águilas,72.0,3,1.0,1,False,813,169000,2347,Pisos,False,False,True,True,D,False,2110.34,Latina
Los Rosales,53.0,3,1.0,3,False,601,114300,2157,Pisos,False,False,False,True,G,False,1827.79,Villaverde
Vinateros,60.0,3,1.0,4,False,686,134900,2248,Pisos,False,False,False,True,other,False,2538.1,Moratalaz
Malasaña-Universidad,129.0,6,6.0,1,False,2347,1100000,8527,Pisos,False,False,True,True,F,False,5196.25,Centro
Valdebebas - Valdefuentes,138.0,3,2.0,1,False,1880,593000,4297,Pisos,False,True,True,True,other,True,3607.13,Hortaleza
Hortaleza,335.0,4,3.0,-1,False,2265,765000,2284,Casa o chalet,False,False,True,True,C,True,3773.82,Hortaleza
Moscardó,50.0,1,1.0,1,False,698,138000,2760,Pisos,False,False,False,True,other,False,2284.48,Usera
Pinar del Rey,65.0,2,1.0,-1,False,1299,340000,5231,Casa o chalet,True,False,True,True,other,False,2915.33,Hortaleza
San Andrés,80.0,3,2.0,0,True,780,160000,2000,Dúplex,False,False,True,True,E,True,1617.18,Villaverde
Puerta Bonita,64.0,3,1.0,0,True,780,160000,2500,Pisos,False,False,False,True,other,False,1980.04,Carabanchel
Puerta del Ángel,72.0,2,1.0,1,False,686,135000,1875,Pisos,True,False,False,True,E,False,2443.62,Latina
Vallehermoso,128.0,3,2.0,6,False,1978,635000,4961,Pisos,False,False,True,True,other,True,4548.3,Chamberí
Ventilla-Almenara,254.0,4,2.0,1,False,1485,420000,1654,Pisos,True,False,False,True,other,False,3314.54,Tetuán
Lavapiés-Embajadores,74.0,1,1.0,4,False,1262,325000,4392,Dúplex,False,False,False,True,other,False,4448.3,Centro
Hortaleza,183.0,4,3.0,1,False,2514,950000,5191,Pisos,False,False,True,True,other,True,3773.82,Hortaleza
El Cañaveral - Los Berrocales,96.0,2,2.0,-1,False,1119,269000,2802,Pisos,False,True,True,True,other,False,2271.52,Vicálvaro
Puente de Vallecas,118.0,1,1.0,0,True,1067,250000,2119,Pisos,False,False,False,True,A,True,1574.36,Puente de Vallecas
San Isidro,91.0,2,2.0,-1,False,1052,245000,2692,Pisos,False,True,False,True,other,True,2323.93,Carabanchel
Adelfas,114.0,2,2.0,1,False,1633,485000,4254,Pisos,False,False,True,True,other,True,4020.62,Retiro
Chamberí,172.0,3,2.0,7,False,2514,950000,5523,Pisos,False,False,True,True,other,True,4869.57,Chamberí
Cuzco-Castillejos,80.0,3,1.0,2,False,1272,329000,4112,Pisos,False,False,False,True,other,False,4347.59,Tetuán
Castilla,81.0,3,1.0,6,False,1335,355000,4383,Pisos,False,False,True,True,E,False,4354.35,Chamartín
Delicias,73.0,2,2.0,6,False,1122,270000,3699,Áticos,False,False,True,True,other,False,3972.6,Arganzuela
Ciudad Lineal,128.0,3,3.0,0,True,2374,1090000,8516,Pisos,False,False,True,True,other,True,4677.53,Ciudad Lineal
Hortaleza,89.0,3,2.0,8,False,1086,257000,2888,Pisos,True,False,True,True,other,False,2915.33,Hortaleza
Huertas-Cortes,71.0,2,2.0,4,False,1370,370000,5211,Áticos,False,False,True,True,B,False,5000.0,Centro
Carabanchel,64.0,2,2.0,-1,False,1174,289900,4530,Áticos,False,True,True,True,other,True,1886.6,Carabanchel
San Andrés,69.0,2,1.0,0,True,674,132000,1913,Pisos,False,False,False,True,other,False,1617.18,Villaverde
Valdemarín,500.0,6,5.0,-1,False,-19939,1890000,3780,Casa o chalet,False,False,True,True,other,True,4249.04,Moncloa
Gaztambide,90.0,3,2.0,1,False,1610,475000,5278,Pisos,False,False,True,True,C,True,5000.0,Chamberí
Ciudad Lineal,50.0,2,1.0,4,False,816,170000,3400,Pisos,False,False,False,True,other,False,4015.76,Ciudad Lineal
Malasaña-Universidad,133.0,2,3.0,3,False,2494,915906,6887,Pisos,False,False,True,True,A,False,5196.25,Centro
Puente de Vallecas,162.0,3,2.0,0,True,762,155000,957,Pisos,False,False,False,True,C,False,1574.36,Puente de Vallecas
Arapiles,78.0,2,2.0,6,False,1793,555000,7115,Áticos,False,False,True,True,other,False,4869.57,Chamberí
Estrella,139.0,3,1.0,-1,False,1850,580000,4173,Pisos,False,False,True,True,other,False,4246.58,Retiro
San Isidro,92.0,2,2.0,0,True,897,194000,2109,Pisos,True,False,False,True,G,False,2323.93,Carabanchel
Berruguete,49.0,1,1.0,1,False,816,169900,3467,Pisos,False,False,True,True,other,False,3273.56,Tetuán
Lavapiés-Embajadores,41.0,1,1.0,0,True,1024,235000,5732,Pisos,False,False,False,False,other,False,4448.3,Centro
Chamartín,347.0,5,5.0,4,False,-38920,2100000,6052,Áticos,False,False,True,True,A,True,6255.45,Chamartín
Malasaña-Universidad,54.0,2,1.0,4,False,1135,275000,5093,Pisos,False,False,False,False,G,False,5196.25,Centro
Pilar,56.0,2,1.0,4,False,868,185000,3304,Pisos,False,False,True,True,E,False,3222.22,Fuencarral
San Juan Bautista,75.0,2,2.0,2,False,1358,365000,4867,Pisos,False,False,True,True,E,True,4098.7,Ciudad Lineal
Conde Orgaz-Piovera,740.0,5,7.0,-1,False,-366133,3200000,4324,Casa o chalet,False,False,True,True,D,True,4275.46,Hortaleza
Campamento,46.0,1,1.0,3,False,851,180000,3913,Áticos,False,False,True,True,other,False,2275.63,Latina
Ensanche de Vallecas - La Gavia,57.0,1,1.0,5,False,813,169000,2965,Pisos,False,False,True,True,other,True,2677.28,Villa de Vallecas
Carabanchel,65.0,2,1.0,0,True,621,119000,1831,Pisos,False,False,False,True,other,False,1964.55,Carabanchel
Valdeacederas,54.0,2,1.0,2,False,1009,230000,4259,Pisos,False,False,True,True,other,False,3163.8,Tetuán
Retiro,280.0,4,3.0,4,False,-2333,1500000,5357,Áticos,True,False,True,True,other,True,6739.32,Retiro
Trafalgar,82.0,3,1.0,3,False,1094,260000,3171,Pisos,False,False,True,True,other,False,5640.18,Chamberí
Abrantes,100.0,3,2.0,4,False,1174,290000,2900,Pisos,False,False,True,True,E,True,1964.55,Carabanchel
Butarque,90.0,1,1.0,7,False,861,183159,2035,Áticos,False,True,True,True,other,True,2197.8,Villaverde
Ibiza,132.0,4,2.0,5,False,2012,650000,4924,Pisos,True,False,True,True,E,False,5492.17,Retiro
Chamberí,78.0,4,2.0,3,False,1553,450000,5769,Pisos,False,False,True,True,other,False,5640.18,Chamberí
Prosperidad,97.0,2,1.0,9,False,1779,549000,5660,Áticos,False,False,True,True,C,False,4255.84,Chamartín
Barrio de Salamanca,365.0,5,4.0,3,False,-416031,3285000,9000,Pisos,True,False,True,True,other,False,8392.43,Salamanca
Chamartín,90.0,1,2.0,6,False,1644,490000,5444,Áticos,False,False,True,True,other,True,5170.22,Chamartín
Chamberí,80.0,3,1.0,0,True,1358,365000,4562,Pisos,False,False,True,True,other,False,5000.0,Chamberí
Ensanche de Vallecas - La Gavia,93.0,2,2.0,2,False,1121,269900,2902,Pisos,False,False,True,True,other,True,2677.28,Villa de Vallecas
Chamartín,347.0,5,5.0,4,False,-38920,2100000,6052,Dúplex,False,False,True,True,other,True,6255.45,Chamartín
Palomeras Bajas,60.0,2,1.0,2,False,646,125000,2083,Pisos,False,False,True,True,other,False,1983.7,Puente de Vallecas
Prosperidad,75.0,2,1.0,4,False,1157,283500,3780,Pisos,False,False,False,True,other,False,4255.84,Chamartín
Adelfas,110.0,3,2.0,5,False,1781,550000,5000,Pisos,False,False,True,True,other,True,4020.62,Retiro
Pacífico,150.0,4,2.0,2,False,1735,530000,3533,Pisos,True,False,True,True,other,False,4105.12,Retiro
Palomeras Bajas,62.0,1,1.0,1,False,717,143000,2306,Pisos,False,False,True,False,E,False,1983.7,Puente de Vallecas
Centro,184.0,5,5.0,1,False,2510,999000,5429,Pisos,False,False,True,True,other,False,6029.36,Centro
Numancia,67.0,3,1.0,4,False,557,104100,1554,Pisos,False,False,False,True,other,False,2081.94,Puente de Vallecas
Entrevías,100.0,3,1.0,2,False,615,117500,1175,Pisos,False,False,False,True,F,False,1574.36,Puente de Vallecas
Chamartín,200.0,3,3.0,0,True,2371,1091000,5455,Dúplex,False,False,True,True,other,True,4572.45,Chamartín
Numancia,30.0,1,1.0,-1,False,461,83000,2767,Pisos,False,False,False,True,G,False,2081.94,Puente de Vallecas
Moncloa,225.0,4,4.0,0,True,-6992,1650000,7333,Pisos,False,False,True,True,other,True,4249.04,Moncloa
Fontarrón,100.0,4,2.0,1,False,901,195000,1950,Pisos,False,False,True,True,C,False,2319.44,Moratalaz
La Paz,69.0,2,1.0,4,False,1496,425000,6159,Pisos,False,False,True,True,other,False,3500.0,Fuencarral
Ciudad Jardín,89.0,3,1.0,2,False,1287,335000,3764,Pisos,False,False,True,True,other,False,4572.45,Chamartín
Lucero,110.0,3,2.0,2,False,1358,365000,3318,Pisos,False,False,True,True,C,True,2363.25,Latina
Lavapiés-Embajadores,69.0,2,1.0,2,False,1437,399000,5783,Pisos,False,False,True,True,other,False,4448.3,Centro
Los Rosales,75.0,3,1.0,3,False,851,180000,2400,Pisos,False,False,False,True,other,True,1827.79,Villaverde
Bellas Vistas,75.0,3,1.0,1,False,1245,318000,4240,Pisos,False,False,False,True,other,False,3536.07,Tetuán
Chopera,76.0,2,1.0,2,False,1135,275000,3618,Pisos,False,False,True,True,F,False,3783.78,Arganzuela
Goya,43.0,2,1.0,5,False,1262,325000,7558,Pisos,False,False,True,False,other,False,5887.64,Salamanca
Buena Vista,70.0,3,1.0,3,False,600,114000,1629,Pisos,False,False,False,True,other,False,1886.6,Carabanchel
Virgen del Cortijo - Manoteras,114.0,3,2.0,8,False,1225,310000,2719,Pisos,True,False,True,True,other,True,3636.96,Hortaleza
Hortaleza,55.0,2,1.0,0,True,698,138000,2509,Pisos,False,False,False,True,other,False,2915.33,Hortaleza
Latina,98.0,3,1.0,1,False,1108,265000,2704,Pisos,True,False,True,True,E,False,2363.25,Latina
Marroquina,92.0,3,2.0,1,False,1092,259000,2815,Pisos,True,False,True,True,other,False,2928.57,Moratalaz
Vallehermoso,75.0,3,2.0,1,False,1553,450000,6000,Pisos,False,False,True,True,other,False,4548.3,Chamberí
Fuencarral,420.0,5,5.0,-1,False,2514,950000,2262,Casa o chalet,False,False,True,True,other,True,3695.5,Fuencarral
Chamberí,100.0,0,1.0,0,True,1462,410000,4100,Pisos,False,False,True,True,other,True,5000.0,Chamberí
Mirasierra,240.0,5,5.0,4,False,2515,985000,4104,Pisos,False,False,True,True,other,True,3695.5,Fuencarral
Latina,91.0,4,2.0,2,False,1122,270000,2967,Pisos,False,False,True,True,E,False,2190.48,Latina
Moscardó,196.0,3,2.0,3,False,1250,320000,1633,Áticos,False,False,False,True,other,True,2284.48,Usera
Chamartín,279.0,4,4.0,9,False,-8846,1695000,6075,Pisos,False,False,True,True,other,True,5363.75,Chamartín
Conde Orgaz-Piovera,151.0,3,2.0,4,False,2432,860000,5695,Áticos,False,False,True,True,other,True,4275.46,Hortaleza
San Isidro,71.0,2,1.0,1,False,666,130000,1831,Pisos,False,False,False,True,other,False,2323.93,Carabanchel
Ventas,65.0,2,1.0,0,True,751,152000,2338,Pisos,True,False,True,True,E,False,2686.93,Ciudad Lineal
Delicias,80.0,3,1.0,2,False,1271,328700,4109,Pisos,False,False,True,True,G,False,3972.6,Arganzuela
Tres Olivos - Valverde,61.0,1,1.0,4,False,1081,255000,4180,Pisos,False,False,True,True,E,True,2648.73,Fuencarral
Trafalgar,34.0,1,1.0,1,False,945,209000,6147,Pisos,False,False,False,False,F,False,5640.18,Chamberí
Almendrales,73.0,2,1.0,3,False,1094,260000,3562,Pisos,False,False,True,True,E,False,2205.31,Usera
Chamberí,135.0,2,3.0,2,False,2001,645000,4778,Pisos,False,False,True,True,D,False,5640.18,Chamberí
Hortaleza,260.0,5,3.0,-1,False,2159,715000,2750,Casa o chalet,False,False,True,True,other,True,3773.82,Hortaleza
Campamento,80.0,3,1.0,4,False,702,139000,1738,Pisos,True,False,False,True,other,False,2275.63,Latina
Hortaleza,380.0,4,4.0,-1,False,-83453,2400000,6316,Casa o chalet,True,False,True,True,other,True,4275.46,Hortaleza
Barrio de Salamanca,93.0,2,2.0,2,False,2475,895000,9624,Pisos,False,False,True,True,other,False,5887.64,Salamanca
Palomeras sureste,109.0,3,2.0,3,False,874,187000,1716,Pisos,False,False,True,True,other,True,2076.58,Puente de Vallecas
Los Cármenes,90.0,3,2.0,0,True,1353,363000,4033,Pisos,False,False,True,True,E,True,2458.61,Latina
Tetuán,43.0,2,1.0,2,False,732,147000,3419,Pisos,False,False,False,True,E,False,3536.07,Tetuán
Ensanche de Vallecas - La Gavia,77.0,2,1.0,1,False,1038,239900,3116,Pisos,False,False,True,True,other,True,2677.28,Villa de Vallecas
Prosperidad,112.0,3,2.0,1,False,1598,470000,4196,Pisos,True,False,True,True,other,True,4255.84,Chamartín
Moncloa,360.0,6,5.0,-1,False,2103,690000,1917,Casa o chalet,False,False,True,True,E,True,2569.96,Moncloa
Ciudad Jardín,100.0,4,2.0,2,False,1598,470000,4700,Pisos,False,False,True,True,other,False,4572.45,Chamartín
Hortaleza,850.0,6,8.0,-1,False,-104074,2500000,2941,Casa o chalet,False,False,True,True,other,True,4275.46,Hortaleza
Berruguete,61.0,3,2.0,1,False,976,219000,3590,Pisos,False,False,False,True,other,False,3273.56,Tetuán
Tetuán,203.0,4,4.0,1,False,-4391,1575000,7759,Pisos,False,False,True,True,other,True,4247.49,Tetuán
Acacias,121.0,3,3.0,5,False,1735,530000,4380,Pisos,False,False,True,True,other,False,4208.0,Arganzuela
Pilar,121.0,3,2.0,5,False,1530,440000,3636,Pisos,False,False,True,True,other,False,3222.22,Fuencarral
Chamartín,152.0,4,3.0,4,False,2203,735000,4836,Pisos,False,False,True,True,other,False,5170.22,Chamartín
